time,location,account,message,features
4/9/2020 10:34,Scenic Vista,Marie2018Shepherd,"re: finally got some food and bottled water, thanks @AlwaysSafePowerCompany!","food,water,bottled water,alwayssafepowercompany"
4/9/2020 10:37,Chapparal,CandidRBanana,"re: finally got some food and bottled water, thanks @AlwaysSafePowerCompany!","food,water,bottled water,alwayssafepowercompany"
4/9/2020 10:39,Terrapin Springs,Susan58W,"re: finally got some food and bottled water, thanks @AlwaysSafePowerCompany!","food,water,bottled water,alwayssafepowercompany"
4/9/2020 10:40,Southton,Gladys46,"re: finally got some food and bottled water, thanks @AlwaysSafePowerCompany!","food,water,bottled water,alwayssafepowercompany"
4/9/2020 10:50,Northwest,Brad_Swindler67,"re: finally got some food and bottled water, thanks @AlwaysSafePowerCompany!","food,water,bottled water,alwayssafepowercompany"
4/9/2020 10:54,Safe Town,AlwaysSafePowerCompany,"In light of the shelter issues, we are providing tents and resources at local parks all over. We prioritize your safety, and want to support you as much as we can. #alwayssafe",",local parks,light,issues,parks,safety,shelter issues,resources,shelter,tents"
4/9/2020 11:01,Old Town,JObnoxiousM,re: hey @AlwaysSafePowerCompany have you thought about letting people use your parking garage as a shelter? At least itís covered in case it rains some more!,"garage,parking,alwayssafepowercompany,people,case,shelter,parking garage"
4/9/2020 11:17,Safe Town,AlwaysSafePowerCompany,Remember that nuclear power is #alwayssafe and reliable! We are always making sure weíre up to par with regulations :slightly_smiling_face:,",par,regulations,nuclear power,power,slightlysmilingface"
4/9/2020 12:00,Downtown,KRAKTV,Lacki Dasical made appearance at a disaster relief shelter today with her entourage in tow. Fans are relieved that she is safe,"fans,dasical,disaster relief shelter,tow,lacki dasical,disaster,appearance,entourage,lacki,relief,shelter"
4/9/2020 12:05,Downtown,TVHostBrad,@AlwaysSafePowerCompany using the situation as free advertising,"situation,advertising,alwayssafepowercompany"
4/9/2020 12:09,Oak Willow,F1969Neal,re: @AlwaysSafePowerCompany using the situation as free advertising,"situation,advertising,alwayssafepowercompany"
4/9/2020 12:11,Southwest,DarkPrattisPlate,re: @AlwaysSafePowerCompany using the situation as free advertising,"situation,advertising,alwayssafepowercompany"
4/9/2020 12:12,Safe Town,AlwaysSafePowerCompany,"We know that times are rough and we as a community are going through a hard time. For this reason, we are raffling free Lacki Dasical concert tickets to our loyal customers in light of her reappearance to celebrate our hard work as a community. #alwayssafe is always on your side!","reason,loyal customers,lacki,dasical,lacki dasical,times,light,customers,lacki dasical concert tickets,community,hard,concert,reappearance,tickets"
4/9/2020 12:12,Scenic Vista,JamesLazySutter,re: @AlwaysSafePowerCompany using the situation as free advertising,"situation,advertising,alwayssafepowercompany"
4/9/2020 12:13,Northwest,C2011Murphy,re: @AlwaysSafePowerCompany using the situation as free advertising,"situation,advertising,alwayssafepowercompany"
4/9/2020 12:14,Scenic Vista,RacesElizabethBird,re: @AlwaysSafePowerCompany using the situation as free advertising,"situation,advertising,alwayssafepowercompany"
4/9/2020 12:15,Southton,LazyBCouch,re: @AlwaysSafePowerCompany using the situation as free advertising,"situation,advertising,alwayssafepowercompany"
4/9/2020 12:19,Northwest,FuriousWhatleyHouse,re: @AlwaysSafePowerCompany using the situation as free advertising,"situation,advertising,alwayssafepowercompany"
4/9/2020 12:30,Downtown,KRAKTV,Mayor toured Old Town today and was confronted by an angry mob over the red tag policy that prevents them from entering their homes. Many fled with just the close on their back. Mayor is appointing a committee to research the problem.,"problem,close,red tag policy,mob,homes,tag,town,mayor,policy,angry mob,committee"
4/9/2020 12:32,Scenic Vista,ChloeJohnson,@AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,"rubble,clearing,food,water,hot food,rubble clearing"
4/9/2020 12:32,Old Town,OldTownGirl,Now this is the boost we needed! Knew there was a reason Lacki was my favorite celeb! #GreatKnewCan,"reason,celeb,,favorite celeb,boost,lacki,greatknewcan"
4/9/2020 12:33,Southton,Evelyn_DavisFish75,re: @AlwaysSafePowerCompany using the situation as free advertising,"situation,advertising,alwayssafepowercompany"
4/9/2020 12:34,Scenic Vista,ChloeJohnson,@Mrs.Tillenbottom oh no! Mittens! :crying_cat_face:,"tillenbottom,mittens,cryingcatface"
4/9/2020 12:34,Old Town,Mrs.Tillenbottom,"Dischanbdrged from hospitanbdl, concussion anbdnd some broken ribs. Canbdnít go home b/c of red tanbdg. Hanbds anbdnyone seen Mittens?","anbdnyone,ribs,hanbds,mittens,canbdnt,tanbdg,home bc,anbdnd,concussion,hanbds anbdnyone,hospitanbdl,red tanbdg,broken ribs"
4/9/2020 12:39,Old Town,Mrs.Tillenbottom,SHE FOUND ME :cat: :heart: do ne of the shelters allow Heroes of St. Himark?,"heroes st himark,shelters,cat,ne,st,himark,st himark,heroes,heart"
4/9/2020 12:42,Old Town,OldTownGirl,"As much as I hate the red tag policy, mobs are the last thing we need right now!","tag,mobs,red tag policy,policy"
4/9/2020 12:44,Scenic Vista,HoldsDespainWhale,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,"rubble,clearing,food,water,hot food,alwayssafepowercompany,rubble clearing"
4/9/2020 12:44,West Parton,FuriousJLight,re: @Mrs.Tillenbottom oh no! Mittens! :crying_cat_face:,"tillenbottom,mittens,mrs,cryingcatface"
4/9/2020 12:45,Safe Town,AlwaysSafePowerCompany,Free food and water at hotspots (check out our website for more information). Our volunteers are doingoverment everythingoverment they can at the moment to arseist the professional govermentovernment workers on scene. We prioritize the safety of both you and our employee #alwayssafe #HatealwayssafeCan,",website,food,moment,water,professional govermentovernment workers,volunteers,govermentovernment,scene,information,workers,safety,hatealwayssafecan,hotspots,alwayssafe,employee"
4/9/2020 12:46,Downtown,TVHostBrad,@AlwaysSafePowerCompany really? Is that what the people want?,"people,alwayssafepowercompany"
4/9/2020 12:47,Southton,RacesPamHorse,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,"rubble,clearing,food,water,hot food,alwayssafepowercompany,rubble clearing"
4/9/2020 12:48,Broadview,FuriousSLight,re: @Mrs.Tillenbottom oh no! Mittens! :crying_cat_face:,"tillenbottom,mittens,mrs,cryingcatface"
4/9/2020 12:49,Northwest,WileyLCandy,re: @Mrs.Tillenbottom oh no! Mittens! :crying_cat_face:,"tillenbottom,mittens,mrs,cryingcatface"
4/9/2020 12:54,West Parton,FamousJosephCandy,re: @Mrs.Tillenbottom oh no! Mittens! :crying_cat_face:,"tillenbottom,mittens,mrs,cryingcatface"
4/9/2020 12:58,Southton,FamousWBanana40,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,"rubble,clearing,food,water,hot food,alwayssafepowercompany,rubble clearing"
4/9/2020 13:01,West Parton,Carol_MorrisWhale2010,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,"rubble,clearing,food,water,hot food,alwayssafepowercompany,rubble clearing"
4/9/2020 13:01,Broadview,FamousWBowl1973,re: @AlwaysSafePowerCompany really? Is that what the people want?,"people,alwayssafepowercompany"
4/9/2020 13:04,Downtown,LovesCarolBear,re: @AlwaysSafePowerCompany really? Is that what the people want?,"people,alwayssafepowercompany"
4/9/2020 13:05,Palace Hills,SheltonBear1968,re: @Mrs.Tillenbottom oh no! Mittens! :crying_cat_face:,"tillenbottom,mittens,mrs,cryingcatface"
4/9/2020 13:06,West Parton,ObnoxiousPlatePlummer,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,"rubble,clearing,food,water,hot food,alwayssafepowercompany,rubble clearing"
4/9/2020 13:07,Old Town,DonnaBear1979,re: @Mrs.Tillenbottom oh no! Mittens! :crying_cat_face:,"tillenbottom,mittens,mrs,cryingcatface"
4/9/2020 13:08,Weston,HoldsKarrieCat,re: @Mrs.Tillenbottom oh no! Mittens! :crying_cat_face:,"tillenbottom,mittens,mrs,cryingcatface"
4/9/2020 13:09,Cheddarford,Herbert1953,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,"rubble,clearing,food,water,hot food,alwayssafepowercompany,rubble clearing"
4/9/2020 13:10,Old Town,EObnoxiousB,Four anything columns were deplo yed in anyone anything was recently promoted from her air-conditioned desk-job to an elevated tank feeding a drip irrigation systems and distributing farming supplies. @GuapoBBread,"airconditioned deskjob,desk,systems,deplo,columns,farming,irrigation,yed,tank,supplies,drip irrigation systems,elevated tank,guapobbread,air,job,farming supplies"
4/9/2020 13:10,Palace Hills,RFleetMurphy,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,"rubble,clearing,food,water,hot food,alwayssafepowercompany,rubble clearing"
4/9/2020 13:11,Easton,AttentativeCHouse,re: @AlwaysSafePowerCompany really? Is that what the people want?,"people,alwayssafepowercompany"
4/9/2020 13:11,Northwest,WileyRandallIcecream,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,"rubble,clearing,food,water,hot food,alwayssafepowercompany,rubble clearing"
4/9/2020 13:13,West Parton,TallSHouse,re: @AlwaysSafePowerCompany really? Is that what the people want?,"people,alwayssafepowercompany"
4/9/2020 13:14,Scenic Vista,Jessica1963P,re: @AlwaysSafePowerCompany really? Is that what the people want?,"people,alwayssafepowercompany"
4/9/2020 13:22,Northwest,NormanFish1994,re: @AlwaysSafePowerCompany really? Is that what the people want?,"people,alwayssafepowercompany"
4/9/2020 13:25,Weston,RobinsonBear1980,The profiles of these obligations by the Salesian missionaries and students to interact from anywhere in the nineteenth century.,"salesian,missionaries,profiles,nineteenth century,obligations,salesian missionaries,students,century"
4/9/2020 13:26,Broadview,DarkPlateCynthia_Niemczyk,re: @AlwaysSafePowerCompany really? Is that what the people want?,"people,alwayssafepowercompany"
4/9/2020 13:30,Cheddarford,Hattie23Anderson,re: @AlwaysSafePowerCompany really? Is that what the people want?,"people,alwayssafepowercompany"
4/9/2020 13:32,Southwest,TallNBanana1970,re: @AlwaysSafePowerCompany really? Is that what the people want?,"people,alwayssafepowercompany"
4/9/2020 15:03,Downtown,DOT-StHimark,The Magritte Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes. @FleetWilliamsCandy1967,"magritte,action,notice,bridge,inspection,routes,safety inspection,precautionary action,magritte bridge,safety"
4/9/2020 15:03,Downtown,DOT-StHimark,The Friday Bridge is clolthersed untillntil funtillrther nolthertice. This is a precauntilltiolthernary actiolthern pending safety inspectiolthern.Use oltherther roltheruntilltes.,"friday bridge,nolthertice,funtillrther nolthertice,inspectiolthern,roltheruntilltes,bridge,friday,oltherther roltheruntilltes,safety,actiolthern,funtillrther,precauntilltiolthernary actiolthern pending safety inspectiolthern,oltherther"
4/9/2020 15:03,Downtown,DOT-StHimark,The Wilson Forest Highway is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"wilson,action,notice,forest,inspection,routes,safety inspection,precautionary action,safety,wilson forest highway,highway"
4/9/2020 15:03,Downtown,DOT-StHimark,The Jade Bridge isafty closaftyed until further notice. Thisafty isafty a precautionary action pending saftyafety insaftypection.Usaftye other routesafty.,"thisafty isafty,jade bridge isafty,action,isafty,notice,insaftypection,jade,bridge,saftyafety insaftypection,precautionary action,routesafty"
4/9/2020 15:03,Downtown,DOT-StHimark,The 12th of July Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"action,notice,bridge,inspection,th,routes,safety inspection,precautionary action,safety"
4/9/2020 15:03,Downtown,DOT-StHimark,The Tranky Doo Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"tranky,action,notice,doo,bridge,inspection,routes,safety inspection,tranky doo bridge,precautionary action,safety"
4/9/2020 16:22,Oak Willow,GuapoBBread,"@GuapoBBread In partnership with aid including food, water point rehabilitation, distribution of rainwater harvesting kits has been used to build 13,500 dry hygienic toilets in villages.",",point,toilets,partnership,food,villages,rainwater harvesting kits,water point rehabilitation,water,kits,rainwater,rehabilitation,aid,harvesting,guapobbread,distribution,dry hygienic toilets"
4/9/2020 19:30,Downtown,DOT-StHimark,The Magritte Bridge has is re-opened. Portions are one-lane.  Please be courteous in your use. @TallDwayneBowl,"magritte,lane,bridge,portions,magritte bridge,onelane"
4/9/2020 19:30,Downtown,DOT-StHimark,The Wilson Forest Highway is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"wilson,action,notice,forest,inspection,routes,safety inspection,precautionary action,safety,wilson forest highway,highway"
4/9/2020 19:30,Downtown,DOT-StHimark,The 12th of July Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"action,notice,bridge,inspection,th,routes,safety inspection,precautionary action,safety"
4/9/2020 19:30,Downtown,DOT-StHimark,The Magritte Bridge has is re-opened. Portions are one-lane.  Please be courteous in your use.,"magritte,lane,bridge,portions,magritte bridge,onelane"
4/9/2020 19:30,Downtown,DOT-StHimark,The Friday Bridge has is re-opened. Portions are one-lane.  Please be courteous in your use.,"friday bridge,lane,bridge,friday,portions,onelane"
4/9/2020 19:30,Downtown,DOT-StHimark,The Tranky Doo Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"tranky,action,notice,doo,bridge,inspection,routes,safety inspection,tranky doo bridge,precautionary action,safety"
4/9/2020 19:30,Downtown,DOT-StHimark,The Jade Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"action,notice,jade,bridge,inspection,routes,safety inspection,precautionary action,safety,jade bridge"
4/9/2020 19:32,Downtown,DOT-StHimark,The 12th of July Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"action,notice,bridge,inspection,th,routes,safety inspection,precautionary action,safety"
4/9/2020 19:32,Downtown,DOT-StHimark,The Tranky Doo Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"tranky,action,notice,doo,bridge,inspection,routes,safety inspection,tranky doo bridge,precautionary action,safety"
4/9/2020 19:32,Downtown,DOT-StHimark,The Jade Bridge has is re-opened. Portions are one-lane.  Please be courteous in your use. @TallDwayneBowl,"lane,jade,bridge,portions,onelane,jade bridge"
4/9/2020 19:32,Downtown,DOT-StHimark,The Magritte Bridge has is re-opened. Portions are one-lane.  Please be courteous in your use.,"magritte,lane,bridge,portions,magritte bridge,onelane"
4/9/2020 19:32,Downtown,DOT-StHimark,The Wilson Forest Highway is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"wilson,action,notice,forest,inspection,routes,safety inspection,precautionary action,safety,wilson forest highway,highway"
4/9/2020 19:32,Downtown,DOT-StHimark,The Friday Bridge has is re-opened. Portions are one-lane.  Please be courteous in your use.,"friday bridge,lane,bridge,friday,portions,onelane"
4/9/2020 19:45,Downtown,DOT-StHimark,The Magritte Bridge has is re-opened. Portions are one-lane.  Please be courteous in your use.,"magritte,lane,bridge,portions,magritte bridge,onelane"
4/9/2020 19:45,Downtown,DOT-StHimark,The Friday Bridge has is re-opened. Portions are one-lane.  Please be courteous in your use.,"friday bridge,lane,bridge,friday,portions,onelane"
4/9/2020 19:45,Downtown,DOT-StHimark,The Jade Bridge has is re-opened. Portions are one-lane.  Please be courteous in your use. #WinsBridgeWonder,"lane,jade,bridge,portions,onelane,jade bridge"
4/9/2020 19:45,Downtown,DOT-StHimark,The Tranky Doo Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"tranky,action,notice,doo,bridge,inspection,routes,safety inspection,tranky doo bridge,precautionary action,safety"
4/9/2020 19:45,Downtown,DOT-StHimark,The Wilson Forest Highway is closed until further notice. Use other routes.,"wilson,forest,notice,routes,wilson forest highway,highway"
4/9/2020 19:45,Downtown,DOT-StHimark,The 12th of July Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,"action,notice,bridge,inspection,th,routes,safety inspection,precautionary action,safety"
4/9/2020 20:00,Old Town,Mrs.Tillenbottom,Still looking for a place to stay tonight :cat: ,"tonight,cat,place"
4/9/2020 20:13,Southwest,Phone4Life, My phone is dying.. anyone know where i can get a charge ?,"charge,phone"
4/9/2020 20:20,Cheddarford,DerekNolan,I bet all of you thought I was done telling the truth that @AlwaysSafePowerCompany didn't want you to know about,"truth,alwayssafepowercompany"
4/9/2020 20:29,Downtown,Johnson2008,re: I bet all of you thought I was done telling the truth that @AlwaysSafePowerCompany didn't want you to know about,"truth,alwayssafepowercompany"
4/9/2020 20:39,Downtown,DarkSIcecream,re: I bet all of you thought I was done telling the truth that @AlwaysSafePowerCompany didn't want you to know about,"truth,alwayssafepowercompany"
4/9/2020 20:46,Southwest,Fernando42,re: I bet all of you thought I was done telling the truth that @AlwaysSafePowerCompany didn't want you to know about,"truth,alwayssafepowercompany"
4/9/2020 20:50,Weston,GuapoLightConnie_Melby,re: I bet all of you thought I was done telling the truth that @AlwaysSafePowerCompany didn't want you to know about,"truth,alwayssafepowercompany"
4/9/2020 20:52,Easton,LazyKBanana,re: I bet all of you thought I was done telling the truth that @AlwaysSafePowerCompany didn't want you to know about,"truth,alwayssafepowercompany"
4/10/2020 0:00,Downtown,KRAKTV,Local rescuers welcome the arrival of federal teams trained in how to rescue people trapped in collapsed buildings. #Haterescue,",rescuers,collapsed buildings,federal teams,local rescuers,arrival,people,buildings,teams,haterescue"
4/10/2020 0:01,Old Town,DoNotWant, Finally some help! #some,finally
4/10/2020 0:02,Southwest,VanessaCorwin,Woow I woke up in the hospital. Thatís what I get for throwing an apocalypse party,"party,hospital,woow,apocalypse,apocalypse party"
4/10/2020 0:03,Southwest,VanessaCorwin,I wonder why @Francisodaggins didnít come though,"francisodaggins didnt,francisodaggins,didnt"
4/10/2020 0:03,Old Town,RunningTree,PHONE IS DYING!!! HELP!!!,phone
4/10/2020 0:04,Chapparal,HurtsToPurr, #RescueTeams Glad somebody will know what they're doing. @CityEvents,",glad,rescueteams glad,rescueteams"
4/10/2020 0:04,Southwest,VanessaCorwin,Are you okay?,
4/10/2020 0:04,Old Town,Mrs.Tillenbottom,:derelict_house_building: #OldTownForeva,
4/10/2020 0:04,Southwest,VanessaCorwin,I thought we were firendsriends @Francisodaggins!!,firendsriends
4/10/2020 0:04,Old Town,DoNotWant, How long will it take for people to get here? My neighborhood is trashed,"neighborhood,people"
4/10/2020 0:04,Broadview,NoFearCher,why wasnít i invited #leftout,"leftout,,wasnt"
4/10/2020 0:04,Cheddarford,RoseWyatt,I saw a phone charger in the dirt ,"dirt,phone charger,phone,charger"
4/10/2020 0:04,Cheddarford,RoseWyatt,My dance studio has collapsed! There are people who need help.. Scurry,"dance,dance studio,people,studio"
4/10/2020 0:04,Old Town,OldTownGirl, Thought there were people coming to help. Not seeing anyone yet!,"thought,people"
4/10/2020 0:05,Pepper Mill,FrancineHiggins,@VanessaCorwin major cell phone was crushed!! thank god Dad bought me that tablet,"major cell phone,phone,cell,dad,god,tablet"
4/10/2020 0:05,Cheddarford,RoseWyatt,@RunningTree ,
4/10/2020 0:05,Southton,AlwaysUpToEat34, Do the rescue teams need help?,"rescue teams,rescue,teams"
4/10/2020 0:05,Chapparal,EllaChang,A pahevone cahevarger won't work. Onlyuo if yuoou ahevave a portable  cahevarger. #HateOnlyuo,"pahevone,onlyuo,cahevarger,hateonlyuo,portable cahevarger,pahevone cahevarger"
4/10/2020 0:05,Southwest,VanessaCorwin,Ugh because youíre always so flaky @NoFearCher,"ugh,nofearcher,youre"
4/10/2020 0:05,Old Town,WalkerTree,"Help, sister is trapped in a building, her phone is dying! send help","sister,building,phone"
4/10/2020 0:05,Oak Willow,CiloFlame,Thanks God my husband is abroad. He's stuck in the airport and I'm glad he cannot come back,"husband,god,airport"
4/10/2020 0:06,West Parton,IfIOnlyHadATrain, I want to live in the alternate timeline where St. Himark is not a ruined mess,"st,alternate timeline,himark,ruined mess,timeline,st himark,mess"
4/10/2020 0:06,Southton,AlwaysUpToEat34, Because I have a backhoe...its little but it works. @BoogieBunny,backhoe
4/10/2020 0:06,Cheddarford,DerekNolan,@ArtistLalisaManoban How do we know you weren't replaced with yuor own clone??????,"artistlalisamanoban,yuor,clone"
4/10/2020 0:06,Old Town,ArtistLalisaManoban,I thought I weasas dead but I didn't hahaha #HateI,hatei
4/10/2020 0:06,Old Town,Mrs.Tillenbottom,@ArtistLalisaManoban oh thank heavens!,heavens
4/10/2020 0:06,Chapparal,EllaChang,But you are broke now #FTWnowCan,ftwnowcan
4/10/2020 0:06,Broadview,kyle,guys follow me on streaming music i will keep u updated about the situation,"streaming music,situation,music"
4/10/2020 0:06,Pepper Mill,FrancineHiggins,@VanessaCorwin hospital!? how dare you have these adventures without me! omw to you now,"vanessacorwin hospital,adventures,hospital"
4/10/2020 0:06,Cheddarford,DerekNolan,@HurtsToPurr They want us to think they know what they're doing but they hire people with only a day of training to save YUOR LIFE,"yuor life,life,yuor,people,training,day"
4/10/2020 0:07,Chapparal,EllaChang,@DerekNolan ARE YOU SERIOUS,serious
4/10/2020 0:07,Cheddarford,DerekNolan,@EllaChang PROVE ME RONG,"prove,ellachang prove"
4/10/2020 0:07,Southwest,VanessaCorwin,I think I broke my leg but I canít feel anything. I donít know if itís because of the alcohol or because of the drugs they gave me,"alcohol,leg,drugs"
4/10/2020 0:08,Old Town,RunningTree,BROTHER IS MISSING!! Has anyone seen Walker Tree???,"walker,tree,missing,walker tree,brother"
4/10/2020 0:08,Pepper Mill,FrancineHiggins,@VanessaCorwin #numbguirlsgetstuffdone #FTWVanessaCorwinWonder,",ftwvanessacorwinwonder,numbguirlsgetstuffdone"
4/10/2020 0:08,Cheddarford,RoseWyatt,Im hungry,
4/10/2020 0:08,Old Town,ArtistLalisaManoban,No one can replace me!!! Can't afford a clone rn,"rn,clone"
4/10/2020 0:09,Cheddarford,DerekNolan,"@EllaChang I thout I was done with yuo, liar","yuo,liar,ellachang"
4/10/2020 0:09,Chapparal,EllaChang,No perfect clones of human can be made yet,"clones,perfect clones,human"
4/10/2020 0:09,Oak Willow,CiloFlame,"@RockyFlame Oh of course dear, I do! I wonder when will the school start again.","school,dear"
4/10/2020 0:09,Broadview,NoFearCher,Heís in my backyard @RunningTree ,backyard
4/10/2020 0:09,Chapparal,EllaChang,you science moron,moron
4/10/2020 0:09,Terrapin Springs,Bopper, @VanessaCorwin wanna share any happy drugs ? :slightly_smiling_face:,"drugs,happy drugs,vanessacorwin"
4/10/2020 0:10,Southwest,VanessaCorwin,thank you but Iím on a diet,diet
4/10/2020 0:10,Old Town,ArtistLalisaManoban,Yes especially as talented as me,
4/10/2020 0:10,Safe Town,Runner23," Um, could we get someone @retiredfiremarshall to look at the nuke plant?","retiredfiremarshall,nuke plant,plant"
4/10/2020 0:10,Northwest,EllaLion38,re:  #RescueTeams Glad somebody will know what they're doing. @CityEvents,"glad,rescueteams glad,rescueteams"
4/10/2020 0:10,Oak Willow,RockyFlame,new indie music group album is :fire:,"indie,indie music album,album,fire,music"
4/10/2020 0:10,Cheddarford,RoseWyatt,They clone bunnies,"bunnies,clone bunnies"
4/10/2020 0:11,Oak Willow,kristen,my ex-girlfriend is back today.,",ex,girlfriend,exgirlfriend"
4/10/2020 0:11,Downtown,Rescue14,"Staging Downtorn, awaiting dispatch instructions","dispatch,instructions,staging downtorn,dispatch instructions,downtorn"
4/10/2020 0:11,Broadview,NoFearCher,hmu i m the plug ,"plug,hmu"
4/10/2020 0:13,Cheddarford,DerekNolan,Yuo all hate me because I tell yuo the truth #WinsYuo,",truth,yuo,winsyuo"
4/10/2020 0:13,Downtown,Dianne29Dalbec,re:  Because I have a backhoe...its little but it works. @BoogieBunny,backhoe
4/10/2020 0:14,Cheddarford,DerekNolan,@VanessaCorwin Im the only one willing to say that this entire city is run by the GOVIRNMENT TO CONTROL OUR BRAINS,"govirnment,entire city,brains,city"
4/10/2020 0:14,Southwest,VanessaCorwin,@kristen back from where? Tell her not to come the situation is so bad!!,situation
4/10/2020 0:16,Oak Willow,CiloFlame,Can anyone tell me whether it will be an aftershock later today?,aftershock
4/10/2020 0:16,Southwest,TCuriousJ,re:  #RescueTeams Glad somebody will know what they're doing. @CityEvents,"glad,rescueteams glad,rescueteams"
4/10/2020 0:16,Southwest,CleverOhareIcecream2007,re:  Because I have a backhoe...its little but it works. @BoogieBunny,backhoe
4/10/2020 0:17,Southton,GuapoLCandy20,re: @VanessaCorwin major cell phone was crushed!! thank god Dad bought me that tablet,"major cell phone,phone,cell,dad,god,tablet"
4/10/2020 0:17,Broadview,kyle,"does anyone need any candles, i used to date a witch and have some to spare","witch,candles"
4/10/2020 0:17,Cheddarford,RunsWarkentinCat,re: @ArtistLalisaManoban How do we know you weren't replaced with yuor own clone??????,"artistlalisamanoban,yuor,clone"
4/10/2020 0:18,Northwest,PartridgeOctopus1987,re:  #RescueTeams Glad somebody will know what they're doing. @CityEvents,"glad,rescueteams glad,rescueteams"
4/10/2020 0:18,Weston,CleverIcecreamPatricia,"re:  Um, could we get someone @retiredfiremarshall to look at the nuke plant?","retiredfiremarshall,nuke plant,plant"
4/10/2020 0:18,Downtown,AguileraCat1971,re: @ArtistLalisaManoban How do we know you weren't replaced with yuor own clone??????,"artistlalisamanoban,yuor,clone"
4/10/2020 0:18,Cheddarford,RoseWyatt,Govrirnn,govrirnn
4/10/2020 0:19,Broadview,R93Bronn,re: @RunningTree ,
4/10/2020 0:19,West Parton,DanielObnoxiousBest,re:  Because I have a backhoe...its little but it works. @BoogieBunny,backhoe
4/10/2020 0:19,Broadview,James_Martinez2012,re: @ArtistLalisaManoban oh thank heavens!,heavens
4/10/2020 0:20,Downtown,CeravoloWhale1992,re: @kristen back from where? Tell her not to come the situation is so bad!!,situation
4/10/2020 0:20,Downtown,Rescue12,@Rescue14 could use an extra set of hands unloading the truck on West St,"set,extra set,hands,truck,west"
4/10/2020 0:20,Southton,CleverGaryBanana,re: @ArtistLalisaManoban How do we know you weren't replaced with yuor own clone??????,"artistlalisamanoban,yuor,clone"
4/10/2020 0:20,West Parton,RunsRonald_AngelCat,re: @RunningTree Sister where you at,"sister,runningtree"
4/10/2020 0:20,Northwest,FuriousCarLuis_Duncan,re: @VanessaCorwin major cell phone was crushed!! thank god Dad bought me that tablet,"major cell phone,phone,cell,dad,god,tablet"
4/10/2020 0:21,Broadview,SmartThomasHouse,re: Ugh because youíre always so flaky @NoFearCher,"ugh,nofearcher,youre"
4/10/2020 0:21,Southton,Osburn2009,re: @ArtistLalisaManoban oh thank heavens!,heavens
4/10/2020 0:22,Terrapin Springs,Booper, @DerekNolan omg really? you think they're that smart ?,
4/10/2020 0:22,Downtown,FamousGibsonBowl82,re: Ugh because youíre always so flaky @NoFearCher,"ugh,nofearcher,youre"
4/10/2020 0:22,East Parton,Hutchinson16,re:  #RescueTeams Glad somebody will know what they're doing. @CityEvents,"glad,rescueteams glad,rescueteams"
4/10/2020 0:22,Southton,FamousMariaCar,"re: @RockyFlame Oh of course dear, I do! I wonder when will the school start again.","school,dear"
4/10/2020 0:23,Safe Town,AlwaysSafePowerCompany,"No worries here, our nuclear power plant has proper shutdown procedures during emergencies like this. We are always taking extra steps to make sure our neighbors are #alwayssafe",",extra steps,nuclear power plant,plant,neighbors,procedures,shutdown,emergencies,proper shutdown procedures,worries,power,steps"
4/10/2020 0:23,Southton,SmartMyersHouse,re: Heís in my backyard @RunningTree ,"backyard,hes"
4/10/2020 0:23,Cheddarford,DerekNolan,EVERY SINGL ONE OF THEM CANT LISTEN TO ME SO NO THEYRE NOT SMART,"singl,theyre,listen"
4/10/2020 0:23,Broadview,TCandidG,re: @RunningTree Sister where you at,"sister,runningtree"
4/10/2020 0:23,Southton,RacesPamHorse,"re: @RockyFlame Oh of course dear, I do! I wonder when will the school start again.","school,dear"
4/10/2020 0:24,Southwest,WatchesEgglestonOctopus,re: @VanessaCorwin major cell phone was crushed!! thank god Dad bought me that tablet,"major cell phone,phone,cell,dad,god,tablet"
4/10/2020 0:24,East Parton,DarkCollettBanana61,re: @HurtsToPurr They want us to think they know what they're doing but they hire people with only a day of training to save YUOR LIFE,"yuor life,life,yuor,people,training,day"
